Orthography,Klattese
enchain,InCen
enchilada,EnCxladx
encipher,InsYfX
encircle,InsRkL
enclave,Enklev
enclose,Enkloz
encomium,Inkomixm
encompass,Ink^mpxs
encore,ankor
encounter,InkWntX
encourage,InkRIJ
encyclical,InsIklIkL
encyclopedia,InsYklxpidix
end,End
endanger,IndenJX
endeavor,IndEvX
endemic,EndEmIk
endive,EndYv
endless,Endlxs
endmost,Endmost
endocrine,Endxkrxn
endocrinology,EndxkrInalxJi
endorse,Indors
endways,Endwez
enema,Enxmx
enemy,Enxmi
energetic,EnXJEtIk
energize,EnXJYz
enervate,InXvet
enfeeble,InfibL
enfilade,Enfxled
enfold,Infold
engender,InJEndX
engine,EnJ|n
engineer,EnJ|nIr
English,IGglIS
engraft,Ingr@ft
engross,Ingros
enigma,InIgmx
enigmatic,EnIgm@tIk
enisle,InYl
enjambement,InJ@mxnt
enjoin,InJOn
enmesh,InmES
enmity,Enmxti
ennoble,InobL
ennui,anwi
enormity,Inormxti
enough,In^f
enplane,Inplen
enquire,InkwYr
enquiry,InkwYri
enrage,InreJ
ensconce,Inskans
ensemble,ansambL
ensheathe,InSiD
enshrine,InSrYn
ensign,Ens|n
ensilage,EnsLIJ
ensile,EnsYl
enslave,Inslev
entail,Intel
entente,antant
enter,EntX
enteritis,EntXYt|s
enterprise,EntXprYz
entertain,EntXten
enthral,InTrcl
enthuse,InTuz
enthusiasm,InTuzi@zM
entice,IntYs
entity,En|ti
entomb,Intum
entomology,EntxmalxJi
entourage,antXaZ
entrain,Intren
entrance,Entrxns
entrant,Entrxnt
entrap,Intr@p
entreat,Intrit
entree,antre
entrench,IntrEnC
entrepreneur,antrxprxnUr
entropy,Entrxpi
entrust,Intr^st
entry,Entri
entwine,IntwYn
enumerate,InumXet
enunciate,In^nsiet
envelop,InvElxp
envelope,Envxlop
envenom,InvEnM
enviable,EnvixbL
envious,Envixs
environment,EnvYrxnmxnt
environs,InvYrxnz
envisage,InvIzIJ
envoy,EnvO
envy,Envi
enwreathe,InriD
enzymatic,Enzxm@tIk
enzyme,EnzYm
epaulette,EpxlEt
epee,Epe
epergne,IpRn
ephedrine,IfEdrxn
ephemeral,IfEmXL
epic,EpIk
epicure,EpIkyUr
epicurean,EpIkyUrixn
epidemic,EpxdEmIk
epidermis,EpxdRmxs
epiglottis,Epxglat|s
epigram,Epxgr@m
epigrammatic,EpIgrxm@tIk
epigraphy,IpIgrxfi
epilepsy,EpxlEpsi
epileptic,EpxlEptIk
epilogue,Epxlcg
epiphany,IpIfxni
episcopacy,IpIskxpxsi
Episcopalian,IpIskxpelyxn
episcopate,IpIskxpxt
episode,Epxsod
episodic,EpxsadIk
epistle,IpIsL
epitaph,Epxt@f
epithalamium,EpxTxlemixm
epithelium,EpxTilixm
epithet,EpxTEt
epitome,IpItxmi
epoch,Epxk
equability,EkwxbIl|ti
equable,EkwxbL
equably,Ekwxbli
equal,ikwL
equality,ikwal|ti
equalization,ikwLxzeS|n
equalize,ikwxlYz
equalizer,ikwxlYzX
equally,ikwLi
equanimity,ikwxnImxti
equate,Ikwet
equation,IkweZ|n
equator,IkwetX
equatorial,ikwxtoriL
equerry,Ekwxri
equestrian,IkwEstrixn
equestrienne,IkwEstriEn
equidistant,ikwxdIst|nt
equine,ikwYn
equinoctial,ikwxnakSL
equinox,ikwxnaks
equip,xkwIp
equipage,EkwxpIJ
equipment,xkwIpmxnt
equipoise,EkwxpOz
equitable,EkwxtxbL
equitation,EkwxteS|n
equity,Ekwxti
equivalent,IkwIvLxnt
equivocal,IkwIvxkL
era,Irx
eradicate,Ir@dxket
erase,Ires
erect,irEkt
erelong,ErlcG
eremite,ErxmYt
ermine,Rmxn
erode,Irod
erotic,IratIk
errand,Erxnd
errant,Erxnt
errata,Eratx
erratic,Ir@tIk
erratum,EratM
erroneous,Ironixs
error,ErX
ersatz,Erzats
erst,Rst
erudite,EryudYt
erudition,EryudIS|n
erupt,Ir^pt
erysipelas,ErxsIpLxs
escalator,EskxletX
escallop,Iskalxp
escapade,Eskxped
escape,Eskep
escapee,Eskepi
escapism,IskepIzM
escarpment,Iskarpmxnt
eschew,IsCu
escort,Eskort
escritoire,Eskrxtwar
escudo,Iskudo
escutcheon,Isk^C|n
Eskimo,Eskxmo
esophagus,Es@fxgxs
esoteric,EsxtErIk
espadrille,EspxdrIl
espalier,Isp@lyX
especial,IspESL
Esperanto,EspX@nto
espionage,EspixnaZ
esplanade,Espl|nad
espousal,IspWzL
espresso,IsprEso
esprit,Ispri
espy,IspY
esquire,EskwYr
essay,Ese
essence,EsNs
essential,IsEnCL
establish,Ist@blIS
estate,Istet
ester,EstX
estimable,EstxmxbL
estimate,Est|met
estimation,EstxmeS|n
Estonian,Estonixn
estrange,IstrenJ
estrogen,EstrxJ|n
estuary,EsCuEri
etch,EC
eternal,ItRnL
eternity,ItRn|ti
ether,iTX
ethereal,ITIriL
ethical,ETIkL
Ethiopian,iTiopixn
ethnic,ETnIk
ethnologic,ETnxlaJIk
ethnologist,ETnalxJ|st
ethnology,ETnalxJi
ethyl,ETL
etiologic,itixlaJIk
etiology,itialxJi
etiquette,EtIk|t
etude,etud
etymology,EtxmalxJi
eucalyptus,yukxlIpt|s
Eucharist,yukxrxst
eucharistic,yukxrIstIk
euchre,yukX
eugenics,yuJEnIks
eulogistic,yulxJIstIk
eulogize,yulxJYz
eulogy,yulxJi
eunuch,yunxk
euphemism,yufxmIzM
euphonious,yUfonixs
euphony,yufxni
euphoria,yUforix
Eurasian,yUreZ|n
eureka,yUrikx
European,yUrxpixn
europium,yUropixm
euthanasia,yuTxneZyx
euthenics,yUTEnIks
evacuate,Iv@kyuet
evacuee,Iv@kyui
evade,Ived
evaluate,Iv@lyuet
evanescent,EvxnEsNt
evangelical,iv@nJElIkL
evangelism,Iv@nJxlIzM
evangelist,Iv@nJLxst
evangelize,Iv@nJxlYz
evaporate,Iv@pXet
evasion,IveZ|n
eve,iv
even,ivxn
evenhanded,ivxnh@nd|d
evening,ivnIG
evensong,ivxnscG
event,xvEnt
eventide,ivxntYd
eventual,IvEnCuL
ever,EvX
everblooming,EvXblumIG
everglade,EvXgled
everlasting,EvXl@stIG
every,Evri
everybody,Evrib^di
everyday,Evride
evict,IvIkt
evidence,Ev|dIns
evident,Ev|d|nt
evil,ivL
evildoer,ivLduX
evince,IvIns
eviscerate,IvIsXet
evocation,IvokeS|n
evoke,Ivok
evolution,EvxluS|n
evolve,Ivalv
ewe,yu
ewer,yuX
exacerbate,Igz@sXbet
exact,Igz@kt
exactitude,Igz@kt|tud
exaggerate,Igz@JXet
exalt,Igzclt
exaltation,EgzclteS|n
exam,Igz@m
examine,Igz@mxn
example,Igz@mpL
exasperate,Igz@spXet
excavate,Ekskxvet
excavation,EkskxveS|n
excavator,EkskxvetX
exceed,Iksid
excel,IksEl
excellence,EksLxns
excelsior,IksElsiX
except,IksEpt
exception,IksEpS|n
excerpt,EksXpt
excess,EksEs
excessive,IksEsIv
exchange,IksCenJ
exchequer,EksCEkX
excise,EksYz
excite,IksYt
excitement,IksYtmxnt
exclaim,Iksklem
exclamation,EksklxmeS|n
exclamatory,Ikskl@mxtori
exclude,Iksklud
exclusive,IksklusIv
excogitate,EkskaJxtet
excommunicate,Ekskxmyunxket
excoriate,Ekskoriet
excrement,Ekskrxmxnt
excrescence,EkskrEsNs
excrete,Ekskrit
excretory,Ekskrxtori
excruciating,IkskruSietIG
exculpate,Eksk^lpet
excursion,IkskRZ|n
excursive,IkskRsxv
excuse,Ikskyuz
execrable,EksxkrxbL
execrate,Eksxkret
execration,EksxkreS|n
execute,Eks|kyut
execution,Eks|kyuS|n
executive,IgzEkyutIv
executor,IgzEkyutX
exegesis,EksxJis|s
exegete,EksxJit
exemplar,IgzEmplar
exemplary,IgzEmplXi
exemplify,IgzEmplxfY
exempt,IgzEmpt
exequies,Eksxkwiz
exercise,EksXsYz
exert,IgzRt
exhalation,EksxleS|n
exhale,Ekshel
exhaust,Igzcst
exhaustion,IgzcsC|n
exhibit,IgzIbxt
exhibition,EksxbIS|n
exhibitionism,EksxbIS|nIzM
exhibitor,IgzIbxtX
exhilarate,IgzIlXet
exhort,Igzort
exhortation,EksorteS|n
exhumation,EkshyumeS|n
exhume,Igzum
exigency,Eks|J|nsi
exigent,Eks|J|nt
exiguity,Eksxgyuxti
exiguous,EgzIgyUxs
exile,EgzYl
exist,IgzIst
existence,IgzIst|ns
existentialism,EgzIstEnCxlIzM
exit,Egz|t
exodus,Eks|d|s
exonerate,IgzanXet
exorbitant,Igzorbxt|nt
exorcise,EksorsYz
exordium,Egzordixm
exotic,IgzatIk
expand,Iksp@nd
expatiate,EkspeSiet
expatriate,Ekspetrixt
expect,IkspEkt
expectation,EkspEkteS|n
expectorant,IkspEktXxnt
expectorate,IkspEktXet
expediency,Ikspidixnsi
expedite,EkspxdYt
expedition,EkspxdIS|n
expel,IkspEl
expend,IkspEnd
experience,IkspIrixns
experiment,IkspErxmxnt
expert,EkspRt
expertise,EkspRtiz
expiate,Ekspiet
expiation,EkspieS|n
expiatory,Ekspixtori
expiration,EkspXeS|n
expire,IkspYr
explain,Iksplen
explanation,Ekspl|neS|n
explanatory,Ikspl@n|tori
expletive,Ekspl|tIv
explicable,EksplIkxbL
explicate,Eksplxket
explicit,IksplIs|t
explode,Iksplod
exploit,EksplOt
exploitation,EksplOteS|n
exploration,EksplXeS|n
explore,Iksplor
explorer,IksplorX
explosion,IksploZ|n
exponent,Ikspon|nt
exponential,EkspxnEnCL
export,Eksport
exportation,EksporteS|n
exporter,EksportX
expose,Ikspoz
exposition,EkspxzIS|n
expositor,Ikspaz|tX
expostulate,EkspasCxlet
exposure,IkspoZX
expound,IkspWnd
express,IksprEs
expression,IksprES|n
expressionistic,IksprES|nIstIk
expressman,EksprEsm@n
expressway,IksprEswe
expropriate,Ekspropriet
expulsion,Iksp^lS|n
expunge,Iksp^nJ
expurgate,EkspXget
expurgation,EkspXgeS|n
exquisite,EkskwIz|t
extant,Ekst|nt
extemporaneous,EkstEmpxrenixs
extemporary,IkstEmpXEri
extend,IkstEnd
extenuate,IkstEnyuet
exterior,EkstIriX
exterminate,IkstRmxnet
extern,EkstRn
external,EkstRnL
extinct,IkstIGkt
extinction,IkstIGkS|n
extinguish,IkstIGgwIS
extirpate,EkstXpet
extirpation,EkstRpeS|n
extoll,Ikstol
extort,Ikstort
extortionate,EkstorS|n|t
extra,Ekstrx
extract,Ikstr@kt
extracurricular,EkstrxkXIkyUlX
extradite,EkstrxdYt
extradition,EkstrxdIS|n
extrados,Ekstrxdas
extramural,EkstrxmyUrL
extraneous,Ekstrenixs
extraordinarily,IkstrordNErxli
extraordinary,IkstrordNEri
extrapolate,Ikstr@pxlet
extrasensory,Ekstr|sEnsXi
extravagant,Ikstr@vIg|nt
extravaganza,Ikstr@vxg@nzx
extreme,Ikstrim
extricate,Ekstrxket
extrinsic,EkstrInzIk
extroversion,EkstrxvRZ|n
extrovert,EkstrxvRt
extroverted,EkstrxvRt|d
extrude,Ikstrud
exuberant,IgzubXxnt
exudate,Eksxdet
exudation,EksxdeS|n
exude,Igzud
exult,Igz^lt
exultation,Eks^lteS|n
exurb,EksRb
exurbanite,EksRbxnYt
exurbia,EksRbix
eyestrain,Ystren
eyrie,Yri
eyrir,erIr
f,Ef
Fabian,febixn
fable,febL
fabric,f@brIk
fabricate,f@brIket
fabrication,f@brIkeS|n
fabulous,f@byUlxs
facade,fxsad
face,fes
facedown,fesdWn
facet,f@s|t
facetious,fxsiS|s
facial,feSL
facile,f@sL
facilitate,fxsIl|tet
facing,fesIG
facsimile,f@ksImLi
fact,f@kt
faction,f@kS|n
factitious,f@ktIS|s
factor,f@ktX
factotum,f@ktotM
factual,f@kCuL
faculty,f@kLti
fad,f@d
fade,fed
faery,fEri
fag,f@g
faggot,f@g|t
Fahrenheit,f@rxnhYt
faience,feans
fail,fel
faille,fYl
failure,felyX
fain,fen
faint,fent
fair,fEr
fairy,f@ri
faith,feT
fake,fek
fakir,fxkIr
falchion,fclC|n
falcon,f@lk|n
fall,fcl
fallacious,fxleS|s
fallacy,f@l|si
fallen,fcl|n
fallible,f@l|bL
fallout,fclWt
fallow,f@lo
false,fcls
falsehood,fclshUd
falsetto,fclsEto
falsification,fclsxfxkeS|n
falsify,fclsxfY
falsity,fcls|ti
faltboat,faltbot
falter,fcltX
fame,fem
famed,femd
familial,fxmIlyL
familiar,fxmIlyX
familiarity,fxmIly@rxti
familiarize,fxmIlyXYz
family,f@mLi
famine,f@mxn
famish,f@mIS
famous,femxs
fan,f@n
fanatic,fxn@tIk
fancier,f@nsiX
fancy,f@nsi
fandango,f@nd@Ggo
fanfare,f@nfEr
fang,f@G
fanlight,f@nlYt
fantasia,f@nteZx
fantastic,f@nt@stIk
fantasy,f@nt|si
far,far
faraway,farxwe
farce,fars
farewell,fErwEl
farfetched,farfECt
farina,fxrinx
farm,farm
farmhand,farmh@nd
farmland,farml@nd
farouche,fxruS
farrago,fxrago
farrier,f@riX
farrow,f@ro
farseeing,farsiIG
farsighted,farsYt|d
farther,farDX
farthing,farDIG
farthingale,farD|ngel
fascicle,f@sIkL
fascinate,f@sNet
fascination,f@sNeS|n
fascism,f@SIzM
Fascista,faSista
fascistic,f@SIstIk
fashion,f@S|n
fashionable,f@S|nxbL
fast,f@st
fasten,f@sN
fastener,f@sNX
fastening,f@snIG
fastidious,f@stIdixs
fastness,f@stn|s
fat,f@t
fatal,fetL
fatalistic,fetxlIstIk
fatality,fet@l|ti
fatback,f@tb@k
fate,fet
fated,fet|d
fateful,fetfL
father,faDX
fathom,f@DM
fatigue,fxtig
fatten,f@tN
fatty,f@ti
fatuity,fxtuxti
fatuous,f@Cuxs
faubourg,fobUr
faucet,fcs|t
fault,fclt
faun,fcn
fauna,fcnx
favor,fevX
favorable,fevXxbL
fay,fe
faze,fez
fealty,filti
fear,fIr
feasibility,fizxbIl|ti
feasible,fizxbL
feasibly,fizxbli
feast,fist
feat,fit
feather,fEDX
feature,fiCX
feaze,fiz
febrile,fEbrL
February,fEbyuEri
feces,fisiz
feckless,fEklxs
fecund,fikxnd
fecundate,fEkxndet
fecundation,fEkxndeS|n
fecundity,fIk^nd|ti
fed,fEd
federal,fEdXL
federalize,fEdXxlYz
federate,fEdX|t
federation,fEdXeS|n
fedora,fIdorx
fee,fi
feeble,fibL
feebleminded,fibLmYnd|d
feed,fid
feedback,fidb@k
feel,fil
felicitate,fxlIsxtet
felicitous,fxlIs|t|s
feline,filYn
fell,fEl
fellah,fElx
fellahin,fElxhin
felloe,fElo
fellowman,fElom@n
fellowship,fEloSIp
felly,fEli
felon,fEl|n
felonious,fxlonixs
felony,fEl|ni
felt,fElt
female,fimel
feminine,fEmxn|n
femininity,fEmxnIn|ti
feminism,fEmxnIzM
femora,fEmxrx
femur,fimX
fen,fEn
fence,fEns
fend,fEnd
fenestration,fEn|streS|n
Fenian,finixn
fennel,fEnL
ferment,fRmEnt
fermentation,fRmxnteS|n
fermium,fErmixm
fern,fRn
ferocious,fXoS|s
ferret,fEr|t
ferric,fErIk
ferrous,fEr|s
ferrule,fErL
fertile,fRtL
fertility,fRtIl|ti
fertilization,fRtLxzeS|n
fertilizer,fRtxlYzX
fervency,fRvxnsi
festal,fEstL
fester,fEstX
festival,fEst|vL
festivity,fEstIvxti
festoon,fEstun
fetch,fEC
fetich,fEtIS
fetid,fEt|d
fetlock,fEtlak
fetter,fEtX
fettle,fEtL
fetus,fit|s
feud,fyud
feudal,fyudL
feudalistic,fyudxlIstIk
feudatory,fyudxtori
fever,fivX
few,fyu
fez,fEz
fiance,fianse
fiasco,fi@sko
fiat,fiat
fib,fIb
fiberboard,fYbXbord
fibre,fYbX
fibroid,fYbrOd
fichu,fISu
fickle,fIkL
fiction,fIkS|n
fictitious,fIktIS|s
fiddle,fIdL
fiddlestick,fIdLstIk
fidelity,f|dEl|ti
fidget,fIJ|t
fiduciary,f|duSiEri
fie,fY
fief,fif
field,fild
fieldpiece,fildpis
fiend,find
fierce,fIrs
fiery,fYri
fiesta,fiEstx
fife,fYf
fifteen,fIftin
fifth,fIfT
fifty,fIfti
fig,fIg
fight,fYt
figment,fIgmxnt
figurative,fIgyX|tIv
figure,fIgyX
figurine,fIgyXin
filament,fIlxmxnt
filamentous,fIlxmEnt|s
filbert,fIlbXt
filch,fIlC
filet,fIle
filial,fIliL
filibuster,fIl|b^stX
filigree,fIlxgri
filing,fYlIG
Filipino,fIlxpino
fill,fIl
filler,fIlX
filling,fIlIG
fillip,fIlxp
filly,fIli
film,fIlm
fils,fIls
filter,fIltX
filth,fIlT
filtrate,fIltret
filtration,fIltreS|n
fin,fIn
finagle,fxnegL
final,fYnL
finale,fxn@li
finalist,fYnLxst
finality,fYn@l|ti
finally,fYnLi
finance,fYn@ns
financial,f|n@nCL
financier,fIn|nsIr
finch,fInC
find,fYnd
finding,fYndIG
fine,fYn
finery,fYnXi
finesse,fxnEs
finger,fIGgX
fingering,fIGgxrIG
fingernail,fIGgXnel
finicking,fInIkIG
finicky,fInIki
finis,fIni
finish,fInIS
finite,fYnYt
finny,fIni
fir,fR
fire,fYr
firecracker,fYrkr@kX
fireman,fYrmxn
firm,fRm
firmament,fRmxmxnt
first,fRst
firstborn,fRstborn
firstling,fRstlIG
firth,fRT
fiscal,fIskL
fish,fIS
fisherman,fISXmxn
fishhook,fIShUk
fishwife,fISwYf
fission,fIS|n
fissure,fISX
fist,fIst
fisticuffs,fIstIk^fs
fistula,fIsCUlx
fit,fIt
five,fYv
fix,fIks
fixation,fIkseS|n
fixative,fIks|tIv
fixed,fIkst
fixedly,fIks|dli
fixedness,fIks|dn|s
fixity,fIks|ti
fixture,fIksCX
fizz,fIz
fizzle,fIzL
fjord,fiord
flabbergast,fl@bXg@st
flabby,fl@bi
flaccid,fl@s|d
flacon,fl@kxn
flag,fl@g
flagellate,fl@Jxlet
flageolet,fl@JxlEt
flagitious,flxJIS|s
flagon,fl@gxn
flagpole,fl@gpol
flagrant,flegrxnt
flagship,fl@gSIp
flail,flel
flair,flEr
flak,fl@k
flake,flek
flambeau,fl@mbo
flamboyant,fl@mbOxnt
flame,flem
flamenco,flxmEGko
flamethrower,flemTroX
flamingo,flxmIGgo
flammable,fl@mxbL
flange,fl@nJ
flank,fl@Gk
flannel,fl@nL
flannelette,fl@nxlEt
flap,fl@p
flapjack,fl@pJ@k
flash,fl@S
flask,fl@sk
flat,fl@t
flatboat,fl@tbot
flatten,fl@tN
flatulent,fl@CUlxnt
flatware,fl@twEr
flaunt,flcnt
flautist,flct|st
flavor,flevX
flavoring,flevxrIG
flaw,flc
flax,fl@ks
flay,fle
flea,fli
fleck,flEk
fled,flEd
fledgling,flEJlIG
fleece,flis
fleer,flIr
fleet,flit
Fleming,flEmIG
flesh,flES
flew,flu
flex,flEks
flexibility,flEksxbIl|ti
flexible,flEksxbL
flexure,flEkSX
flibbertigibbet,flIbXtiJIbxt
flick,flIk
flicker,flIkX
flier,flYX
flight,flYt
flimflam,flImfl@m
flimsy,flImzi
flinch,flInC
fling,flIG
flint,flInt
flintlock,flIntlak
flip,flIp
flippant,flIpxnt
flipper,flIpX
flirt,flRt
flirtation,flRteS|n
flit,flIt
flitch,flIC
flivver,flIvX
float,flot
flock,flak
floe,flo
flog,flag
flood,fl^d
floor,floX
floorwalker,florwckX
floozy,fluzi
flop,flap
flora,florx
florescence,flcrEsNs
florid,flcrxd
florin,flcrxn
florist,flor|st
floss,flcs
flotilla,flotIlx
flotsam,flatsxm
flounce,flWns
flounder,flWndX
flour,flWr
flourish,flUrIS
flout,flWt
flower,flWX
flown,flon
fluctuate,fl^kCuet
fluctuation,fl^kCueS|n
fluent,fluxnt
fluff,fl^f
fluid,flu|d
fluidity,fluId|ti
fluke,fluk
flume,flum
flung,fl^G
flunk,fl^Gk
flunkey,fl^Gki
fluorescence,flUrEsNs
fluoridate,flUrxdet
fluoridation,flUrxdeS|n
fluorine,flUrin
fluoroscope,flUr|skop
flurry,flRi
flush,fl^S
fluster,fl^stX
flute,flut
flutist,flut|st
flutter,fl^tX
flux,fl^ks
fly,flY
flyblown,flYblon
flycatcher,flYk@CX
flyleaf,flYlif
foal,fol
foam,fom
fob,fab
foci,fosY
focus,fok|s
fodder,fadX
foe,fo
fog,fcg
fogey,fogi
foible,fObL
foist,fOst
fold,fold
folderol,fcldXcl
foliage,foliIJ
folio,folio
folk,fok
folksy,foksi
folkway,fokwe
follicle,falIkL
follow,falo
folly,fali
foment,fomEnt
fomentation,fomxnteS|n
fond,fand
fondant,fand|nt
fondle,fandL
fondu,fandu
font,fant
food,fud
foodstuff,fudst^f
fool,ful
foolery,fulXi
foolproof,fulpruf
foolscap,fUlsk@p
foot,fUt
footage,fUtIJ
footing,fUtIG
footman,fUtmxn
fop,fap
for,for
forage,fcrIJ
foray,fcre
forbear,forbEr
forbid,fXbId
forbode,forbod
force,fors
forceps,forsxps
forcible,forsxbL
ford,ford
forearm,forarm
forebear,forbEr
forecast,fork@st
forecastle,foksL
foreclose,forkloz
forefather,forfaDX
foregather,forg@DX
forego,forgo
foreground,forgrWnd
forehead,forhEd
foreign,fcrxn
foreknow,forno
forelady,forledi
foreman,formxn
forensic,fXEnsIk
foreordain,fororden
forequarter,forkwortX
foresee,forsi
foresheet,forSit
foreshorten,forSortN
foresight,forsYt
forest,fcr|st
forestall,forstcl
forestry,fcr|stri
foreswear,forswEr
foretaste,fortest
foretell,fortEl
forethought,forTct
foretoken,fortokxn
foretop,fortap
forever,fXEvX
forewarn,forworn
forewoman,forwUmxn
forfeit,forf|t
forfeiture,forf|CUr
forfend,forfEnd
forge,forJ
forget,forgEt
forging,forJIG
forgive,forgIv
forint,fcrInt
fork,fork
forked,forkt
forklift,forklIft
forlorn,fXlorn
form,form
formal,formL
formaldehyde,form@ldxhYd
formalism,formxlIzM
formality,form@l|ti
formalize,formxlYz
format,form@t
formation,formeS|n
formative,formxtIv
former,formX
formfitting,formfItIG
formidable,form|dxbL
formless,formlxs
formula,formyUlx
formulation,formyUleS|n
fornication,fornxkeS|n
forsake,fXsek
forsooth,fXsuT
forsythia,fXsITix
fort,fort
forth,forT
forthcoming,forTk^mIG
forthright,forTrYt
forthwith,forTwID
fortification,fort|fxkeS|n
fortify,fort|fY
fortitude,fort|tud
fortnight,fortnYt
fortress,fortr|s
fortuitous,fortu|t|s
fortunate,forC|n|t
fortune,forC|n
forty,forti
forum,forM
forward,forwXd
fossil,fasL
foster,fcstX
fought,fct
foul,fWl
foulard,fUlard
foully,fWli
foulmouthed,fWlmWDd
found,fWnd
foundation,fWndeS|n
founder,fWndX
foundling,fWndlIG
foundry,fWndri
fount,fWnt
fountain,fWntN
fourteen,fortin
fox,faks
foxed,fakst
foyer,fOX
fracas,frek|s
fraction,fr@kS|n
fracture,fr@kCX
fragile,fr@JL
fragility,frxJIl|ti
fragment,fr@gmxnt
fragrant,fregrxnt
frail,frel
frailty,frelti
frame,frem
franc,fr@Gk
franchise,fr@nCYz
francium,fr@nsixm
frangibility,fr@nJxbIlxti
frangible,fr@nJxbL
Frankenstein,fr@GkxnstYn
frankforter,fr@GkfXtX
frankincense,fr@GkxnsEns
frantic,fr@ntIk
frappe,fr@p
fraternal,frxtRnL
fraternization,fr@tXn|zeS|n
fraternize,fr@tXnYz
fraud,frcd
fraudulent,frcJUlxnt
fraught,frct
fray,fre
frazzle,fr@zL
freak,frik
freckle,frEkL
free,fri
freeboard,fribord
freedman,fridmxn
freedom,fridxm
freehand,frih@nd
freehold,frihold
freeway,friwe
freewill,friwIl
freeze,friz
freight,fret
french,frEnC
frenetic,frInEtIk
frenzy,frEnzi
frequency,frikwxnsi
frequent,frikwxnt
fresco,frEsko
fresh,frES
fret,frEt
fretwork,frEtwRk
friable,frYxbL
friar,frYX
fricassee,frIk|si
friction,frIkS|n
Friday,frYde
friedcake,frYdkek
friend,frEnd
frigate,frIg|t
fright,frYt
frigid,frIJ|d
frigidity,frIJId|ti
frill,frIl
fringe,frInJ
frippery,frIpxri
frisk,frIsk
fritter,frItX
frivolity,frIval|ti
frivolous,frIvLxs
frivolously,frIvLxsli
frizz,frIz
frizzle,frIzL
fro,fro
frock,frak
frog,frcg
frolic,fralIk
from,fr^m
frond,frand
front,fr^nt
frontage,fr^ntIJ
frontal,fr^ntL
frontier,fr^ntIr
frontispiece,fr^ntxspis
frost,frcst
frostbite,frcstbYt
frosting,frcstIG
froth,frcT
froufrou,frufru
froward,frowXd
frown,frWn
frowsy,frWzi
froze,froz
frozen,frozN
fructify,fr^ktxfY
frugal,frugL
frugality,frug@l|ti
fruit,frut
fruition,fruIS|n
frustrate,fr^stret
frustration,fr^streS|n
fry,frY
fuchsia,fyuSx
fuddle,f^dL
fudge,f^J
fuehrer,fyUrX
fuel,fyul
fugitive,fyuJ|tIv
fugue,fyug
fulcrum,fUlkrxm
fulfil,fUlfIl
full,fUl
fully,fUli
fulminate,fUlmxnet
fulmination,fUlmxneS|n
fulsome,fUlsxm
fumble,f^mbL
fume,fyum
fumigant,fyumIg|nt
fumigate,fyumxget
fumigation,fyumxgeS|n
fun,f^n
function,f^GkS|n
functionary,f^GkS|nEri
fund,f^nd
fundamental,f^ndxmEntL
funeral,fyunXL
funerary,fyunxrEri
funereal,fyUnIriL
fungi,f^nJY
fungicidal,f^nJ|sYdL
fungicide,f^nJ|sYd
fungous,f^Gg|s
funicular,fyUnIkyUlX
funk,f^Gk
funnel,f^nL
funny,f^ni
furbelow,fRbxlo
furbish,fRbIS
furious,fyUrixs
furl,fRl
furlong,fRlcG
furlough,fRlo
furnace,fRn|s
furnish,fRnIS
furniture,fRnICX
furor,fyUror
furrier,fRiX
furring,fRIG
furrow,fRo
furry,fRi
further,fRDX
furthest,fRD|st
furtive,fRtIv
fury,fyUri
furze,fRz
fuse,fyuz
fusee,fyUzi
fuselage,fyusxlaZ
fusillade,fyusxled
fusion,fyuZ|n
fuss,f^s
fustian,f^sC|n
fusty,f^sti
futile,fyutL
futility,fyUtIl|ti
future,fyuCX
futuristic,fyuCXIstIk
futurity,fyUtUrxti
fuzz,f^z
g,Ji
gab,g@b
gabardine,g@bXdin
gabble,g@bL
gabby,g@bi
gabfest,g@bfEst
gable,gebL
gad,g@d
gadabout,g@dxbWt
gadfly,g@dflY
gadget,g@J|t
gadgeteer,g@J|tIr
gadgetry,g@J|tri
gadolinium,g@dxlInixm
Gael,gel
Gaelic,gelIk
gaff,g@f
gaffer,g@fX
gag,g@g
gage,geJ
gaiety,gexti
gaily,geli
gain,gen
gainsay,gense
gait,get
gaiter,getX
gala,gelx
galactic,gxl@ktIk
galaxy,g@lxksi
galena,gxlinx
gall,gcl
gallant,g@l|nt
gallantry,g@l|ntri
gallbladder,gclbl@dX
galleon,g@lixn
gallery,g@lXi
galley,g@li
Gallic,g@lIk
gallimaufry,g@lxmcfri
gallium,g@lixm
gallivant,g@lxv@nt
gallon,g@l|n
gallop,g@lxp
gallows,g@loz
gallstone,gclston
galore,gxlor
galosh,gxlaS
galvanic,g@lv@nIk
galvanism,g@lvxnIzM
galvanize,g@lvxnYz
gambit,g@mbxt
gamble,g@mbL
game,gem
gamecock,gemkak
gamete,gxmit
gametic,gxmEtIk
gamin,g@mxn
gamine,g@min
gammer,g@mX
gamut,g@mxt
gamy,gemi
gander,g@ndX
gang,g@G
gangling,g@GglIG
ganglion,g@Gglixn
ganglionic,g@GglianIk
gangplank,g@Gpl@Gk
gangrene,g@Ggrin
gangrenous,g@Ggr|n|s
gangster,g@GstX
gangway,g@Gwe
gannet,g@n|t
gantlet,gcntl|t
gantry,g@ntri
gaol,Jel
gap,g@p
gape,gep
garage,gXaZ
garb,garb
garbage,garbIJ
garble,garbL
garden,gardN
